OBJECTID;Carretera;Tipus;Valor;Observacions;Sentit;Shape.STLength();Shape
13408;BV-1468;Recta;0; ; ;6.864116664365468;
13409;BV-1468;Clotoide;32.992; ; ;27.076400037754997;
13410;BV-1468;Corba;40.198; ; ;7.122402758039903;
13411;BV-1468;Clotoide;27.125; ; ;18.301383358342484;
13412;BV-1468;Clotoide;21.7; ; ;17.054068497815937;
13413;BV-1468;Corba;27.608; ; ;8.754493456267518;
13414;BV-1468;Clotoide;21.11; ; ;16.13950547851919;
13415;BV-1468;Clotoide;52.775; ; ;21.371740288132294;
13416;BV-1468;Corba;130.311; ; ;32.21387656623494;
13417;BV-1468;Clotoide;50.61; ; ;19.653690026055312;
13418;BV-1468;Clotoide;40.488; ; ;37.35999235111916;
13419;BV-1468;Corba;44.126; ; ;20.079150373637486;
13420;BV-1468;Recta;0; ; ;15.236823440597599;
13421;BV-1468;Corba;149.262; ; ;20.221257178188363;
13422;BV-1468;Recta;0; ; ;11.83704266602466;
13423;BV-1468;Corba;287.727; ; ;9.931974037549402;
13424;BV-1468;Recta;0; ; ;9.785608069090657;
13425;BV-1468;Corba;114.169; ; ;39.866446985535916;
13426;BV-1468;Clotoide;44.531; ; ;17.367370997886244;
13427;BV-1468;Recta;0; ; ;73.6840305745089;
13428;BV-1468;Corba;2527.37; ; ;26.255903651607;
13429;BV-1468;Recta;0; ; ;68.77291868779486;
13430;BV-1468;Corba;38.418; ; ;28.282178538573685;
13431;BV-1468;Clotoide;14.724; ; ;5.642479773022698;
13432;BV-1468;Recta;0; ; ;17.544360823629177;
13433;BV-1468;Corba;203.871; ; ;21.168820460456736;
13434;BV-1468;Recta;0; ; ;32.3395914463785;
13435;BV-1468;Clotoide;38.363; ; ;30.055410434844962;
13436;BV-1468;Corba;48.961; ; ;31.465304031668264;
13437;BV-1468;Corba;69.537; ; ;33.39255545415191;
13438;BV-1468;Recta;0; ; ;7.992304504601728;
13439;BV-1468;Corba;46.958; ; ;59.703311319404264;
13440;BV-1468;Recta;0; ; ;15.379560649657689;
13441;BV-1468;Clotoide;27.514; ; ;26.102197364379947;
13442;BV-1468;Corba;28.999; ; ;11.060753350450637;
13443;BV-1468;Clotoide;23.824; ; ;19.571197657908943;
13444;BV-1468;Recta;0; ; ;11.649571450175962;
13445;BV-1468;Clotoide;32.645; ; ;15.555191954506643;
13446;BV-1468;Corba;169.729; ; ;4.693987311006816;
13447;BV-1468;Clotoide;21.933; ; ;9.97550196532916;
13448;BV-1468;Clotoide;24.756; ; ;18.982436940943987;
