OBJECTID;Codi estació;Carretera;PKI;PKF;Any IMD;Any càlcul;IMD;% Pesants;% Motos;Dies registrats;Nº lectures;IFA;IMD Feiners;IMD Dissabte;IMD Diumenge;Dia punta;Hora punta;Volum punta;Dia 30;Hora 30;Dia 50;Hora 50;Volum 50;Dia 100;Hora 100;Volum 100;Volum 30;Velocitat mitjana;Percentil 85;Volum pesants C1;Volum pesants C2;Volum motos C1;Volum motos C2;PKI Ref;PKI Offset;PKF Ref;PKF Offset
8401;EA00313;BV-2415;0+000;3+000;2024;2024;3457;1.87;4.45;14;2;100;3459;3215;2612;10/13/2024 2:00 a. m.;12;334;10/10/2024 2:00 a. m.;16;10/14/2024 2:00 a. m.;14;243;5/28/2024 2:00 a. m.;9;211;259;70;80_90;46;18;0;0;0;0;3;0
8402;EA00628;BV-2113;2+324;2+900;2024;2024;16808;3.94;3.13;42;6;100;17508;14998;11432;1/18/2024 1:00 a. m.;17;1451;9/10/2024 2:00 a. m.;18;7/12/2024 2:00 a. m.;13;1307;7/16/2024 2:00 a. m.;13;1254;1341;40;0_40;318;344;0;0;2;324;2;900
8403;EA00146;BV-1221;33+600;34+107;2024;2024;685;12.28;11.01;15;2;100;650;537;478;9/29/2024 2:00 a. m.;11;135;9/28/2024 2:00 a. m.;9;9/30/2024 2:00 a. m.;11;55;10/3/2024 2:00 a. m.;10;45;59;49;50_60;53;31;0;0;33;600;34;107
8404;EA00098;BP-5107;43+000;46+230;2024;2024;4163;2.01;2.69;14;2;100;4365;3368;3162;2/26/2024 1:00 a. m.;8;471;2/24/2024 1:00 a. m.;13;2/27/2024 1:00 a. m.;9;305;8/29/2024 2:00 a. m.;17;259;336;50;50_60;49;34;0;0;43;0;46;230
8405;EA00751;C-1410z;8+245;9+010;2024;2024;1052;6.54;2.45;14;2;100;1141;810;672;4/16/2024 2:00 a. m.;17;119;10/16/2024 2:00 a. m.;9;10/16/2024 2:00 a. m.;12;81;10/17/2024 2:00 a. m.;19;67;86;50;50_60;35;33;0;0;8;245;9;10
8406;EA00216;BV-2002;5+400;8+500;2024;2024;22946;3.19;5.3;42;6;100;23662;19219;14585;3/8/2024 1:00 a. m.;14;2209;3/11/2024 1:00 a. m.;15;3/8/2024 1:00 a. m.;13;1903;7/4/2024 2:00 a. m.;14;1817;1947;59;70_80;396;336;0;0;5;400;8;500
8407;EA00028;BP-1241;9+250;16+960;2023;2024;466;4.41;12.32;15;2;100;386;434;500;7/22/2023 2:00 a. m.;9;104;7/22/2023 2:00 a. m.;19;7/19/2023 2:00 a. m.;10;37;7/22/2023 2:00 a. m.;15;28;41;45;50_60;9;11;0;0;9;250;16;960
8408;EA00280;BV-2176;3+800;6+000;2024;2024;429;1.75;2.48;15;2;100;423;433;382;10/13/2024 2:00 a. m.;12;55;10/12/2024 2:00 a. m.;10;4/27/2024 2:00 a. m.;9;34;10/12/2024 2:00 a. m.;18;27;38;61;80_90;5;2;0;0;3;800;6;0
8409;EA00252;BV-2132;0+000;2+819;2024;2024;89;4.82;1.63;17;2;100;83;91;106;11/1/2024 1:00 a. m.;13;33;11/3/2024 1:00 a. m.;11;11/2/2024 1:00 a. m.;10;10;2/23/2024 1:00 a. m.;19;6;11;41;40_50;2;2;0;0;0;0;2;819
8410;EA00642;BV-2176;6+000;6+700;2023;2024;123;3.71;2.09;14;2;100;118;118;139;2/22/2023 1:00 a. m.;17;23;9/29/2023 2:00 a. m.;18;2/20/2023 1:00 a. m.;12;10;10/2/2023 2:00 a. m.;11;8;11;44;40_50;2;2;0;0;6;0;6;700
8411;EA00376;BV-4243;3+475;14+500;2023;2024;104;2.01;5.68;17;2;100;62;190;188;6/17/2023 2:00 a. m.;11;49;11/26/2023 1:00 a. m.;16;11/25/2023 1:00 a. m.;16;13;6/16/2023 2:00 a. m.;9;7;17;40;0_40;1;1;0;0;3;475;14;500
8412;EA00237;BV-2116;0+000;3+000;2023;2024;1615;2.45;2.9;15;2;100;1673;1462;1156;2/2/2023 1:00 a. m.;8;161;2/2/2023 1:00 a. m.;13;2/8/2023 1:00 a. m.;15;119;2/8/2023 1:00 a. m.;18;105;129;47;50_60;20;19;0;0;0;0;3;0
8413;EA00283;BV-2204;0+000;1+910;2023;2024;113;0.76;4.48;8;1;100;77;151;223;3/19/2023 1:00 a. m.;12;42;3/22/2023 1:00 a. m.;12;3/22/2023 1:00 a. m.;18;7;3/24/2023 1:00 a. m.;24;2;10;40;0_40;0;0;0;0;0;0;1;910
8414;EA00230;BV-2113;0+000;0+820;2023;2024;8793;3.02;5.77;14;2;100;9093;7087;5452;3/30/2023 2:00 a. m.;16;794;7/17/2023 2:00 a. m.;13;3/31/2023 2:00 a. m.;11;655;7/16/2023 2:00 a. m.;12;590;681;42;40_50;129;136;0;0;0;0;0;820
8415;EA00940;BV-4132z;1+092;2+750;2024;2024;141;4.37;1.47;14;2;100;140;142;127;3/22/2024 1:00 a. m.;12;22;3/25/2024 1:00 a. m.;19;3/24/2024 1:00 a. m.;19;12;10/7/2024 2:00 a. m.;14;9;14;46;50_60;4;2;0;0;1;92;2;750
8416;EA00712;B-502;1+880;4+675;2023;2024;3332;5.72;1.89;20;2;100;3574;2682;2331;11/17/2023 1:00 a. m.;15;636;11/20/2023 1:00 a. m.;18;1/31/2023 1:00 a. m.;17;279;1/25/2023 1:00 a. m.;13;236;301;66;80_90;101;89;0;0;1;880;4;675
8417;EA00903;BV-2111ant;5+680;6+443;2024;2024;1308;1.56;3.94;14;2;100;1343;1147;935;11/28/2024 1:00 a. m.;16;137;11/25/2024 1:00 a. m.;8;11/28/2024 1:00 a. m.;9;96;11/24/2024 1:00 a. m.;14;82;105;40;0_40;10;10;0;0;5;680;6;443
8418;EA00467;BV-5114;21+000;28+218;2023;2024;253;3.04;40.81;14;2;75;93;270;316;10/7/2023 2:00 a. m.;11;106;10/7/2023 2:00 a. m.;18;7/20/2023 2:00 a. m.;12;20;7/19/2023 2:00 a. m.;11;11;29;58;70_80;6;1;0;0;21;0;28;218
8419;EA00116;BV-1038;1+693;2+823;2023;2024;1323;7.91;2.59;13;2;100;1425;1089;810;7/10/2023 2:00 a. m.;19;134;1/23/2023 1:00 a. m.;20;1/20/2023 1:00 a. m.;20;100;1/18/2023 1:00 a. m.;13;78;111;51;60_70;51;53;0;0;1;693;2;823
8420;EA01038;BP-1432z;0+000;0+425;2024;2024;35;0.92;3.97;14;2;100;36;28;26;4/7/2024 2:00 a. m.;13;10;4/8/2024 2:00 a. m.;16;9/19/2024 2:00 a. m.;12;3;9/20/2024 2:00 a. m.;17;2;4;41;0_40;0;0;0;0;0;0;0;425
8421;EA00911;BV-5224;0+000;1+130;2024;2024;6292;4.13;0.73;14;2;100;6857;5214;4228;10/10/2024 2:00 a. m.;18;566;4/18/2024 2:00 a. m.;14;4/18/2024 2:00 a. m.;8;453;10/10/2024 2:00 a. m.;12;383;484;41;40_50;169;90;0;0;0;0;1;130
8422;EA00131;BV-1202;3+000;9+000;2024;2024;571;3.23;7.54;14;2;100;552;521;413;5/8/2024 2:00 a. m.;18;74;5/3/2024 2:00 a. m.;12;7/12/2024 2:00 a. m.;8;42;5/3/2024 2:00 a. m.;16;34;46;44;40_50;11;7;0;0;3;0;9;0
8423;EA00409;BV-4608;0+000;3+000;2024;2024;1042;5.91;1.47;14;2;100;1060;933;958;7/27/2024 2:00 a. m.;12;127;2/20/2024 1:00 a. m.;9;7/26/2024 2:00 a. m.;15;77;7/27/2024 2:00 a. m.;19;66;85;68;80_90;33;28;0;0;0;0;3;0
8424;EA00357;BV-4025;0+400;3+400;2024;2024;426;3.34;1.46;14;2;100;370;564;526;2/11/2024 1:00 a. m.;12;69;12/1/2024 1:00 a. m.;11;12/1/2024 1:00 a. m.;18;33;2/14/2024 1:00 a. m.;9;26;39;41;0_40;8;6;0;0;0;400;3;400
8425;EA00191;BV-1462;2+375;2+700;2023;2024;7512;3.51;15.64;14;2;100;6729;5545;5172;11/14/2023 1:00 a. m.;7;914;11/10/2023 1:00 a. m.;14;5/21/2023 2:00 a. m.;18;541;5/18/2023 2:00 a. m.;20;443;588;40;0_40;125;138;0;0;2;375;2;700
8426;EA00578;N-141b;26+860;27+900;2023;2024;324;10.34;0;13;1;50;325;352;293;2/16/2023 1:00 a. m.;14;40;2/13/2023 1:00 a. m.;17;2/8/2023 1:00 a. m.;14;27;2/13/2023 1:00 a. m.;19;21;30;62;70_80;19;14;0;0;26;860;27;900
8427;EA00178;BV-1418;2+115;2+965;2024;2024;2867;1.5;15.6;22;3;100;2256;3010;2648;3/17/2024 1:00 a. m.;11;568;3/19/2024 1:00 a. m.;17;11/1/2024 1:00 a. m.;13;261;1/28/2024 1:00 a. m.;15;208;294;45;50_60;22;21;0;0;2;115;2;965
8428;EA00287;BV-2234;0+310;3+284;2023;2024;50;3.13;1.57;9;1;100;52;48;40;3/14/2023 1:00 a. m.;8;9;3/12/2023 1:00 a. m.;12;3/14/2023 1:00 a. m.;19;4;3/11/2023 1:00 a. m.;20;2;5;53;60_70;1;0;0;0;0;310;3;284
8429;EA00080;BP-4654;1+300;8+120;2024;2024;1193;5.86;4.23;16;2;100;1185;1035;1036;5/26/2024 2:00 a. m.;12;140;7/27/2024 2:00 a. m.;13;7/21/2024 2:00 a. m.;12;88;7/28/2024 2:00 a. m.;19;77;94;71;80_90;37;32;0;0;1;300;8;120
8430;EA00209;BV-1604;2+280;3+566;2023;2024;6305;3.86;3.36;15;2;100;6929;4450;3556;11/20/2023 1:00 a. m.;17;794;11/20/2023 1:00 a. m.;15;11/18/2023 1:00 a. m.;11;500;5/23/2023 2:00 a. m.;13;399;551;40;0_40;132;111;0;0;2;280;3;566
8431;EA01434;C-154;18+620;19+750;2023;2024;1519;4.77;1.62;14;2;100;1676;1204;878;9/25/2023 2:00 a. m.;8;154;3/29/2023 2:00 a. m.;7;3/28/2023 2:00 a. m.;15;115;9/25/2023 2:00 a. m.;9;95;123;40;0_40;35;37;12;12;18;620;19;750
8432;EA00657;BV-5001;15+680;16+435;2023;2024;11124;4.58;3.76;28;4;95;12314;7604;5765;3/3/2023 1:00 a. m.;14;1181;1/25/2023 1:00 a. m.;13;1/25/2023 1:00 a. m.;10;948;1/27/2023 1:00 a. m.;13;850;981;54;60_70;270;239;0;0;15;680;16;435
8433;EA00141;BV-1221;3+660;4+737;2024;2024;5224;3.57;3.73;14;2;100;5171;4784;4564;9/11/2024 2:00 a. m.;12;650;9/14/2024 2:00 a. m.;9;6/21/2024 2:00 a. m.;18;384;9/16/2024 2:00 a. m.;15;317;412;45;40_50;89;97;0;0;3;660;4;737
8434;EA00487;BV-5159;0+700;5+648;2023;2024;6264;6.45;2.9;14;2;100;6919;4359;3625;6/9/2023 2:00 a. m.;15;759;10/25/2023 2:00 a. m.;7;6/7/2023 2:00 a. m.;14;514;6/10/2023 2:00 a. m.;12;395;556;70;80_90;198;205;0;0;0;700;5;648
8435;EA00531;BV-6001;1+200;2+928;2024;2024;9325;3.17;6.21;15;2;100;9263;7581;7327;10/13/2024 2:00 a. m.;11;954;10/10/2024 2:00 a. m.;19;10/14/2024 2:00 a. m.;13;688;10/13/2024 2:00 a. m.;19;611;723;56;60_70;153;142;0;0;1;200;2;928
8436;EA00423;BV-5001;14+480;15+680;2024;2024;9114;3.63;5.65;13;2;100;9655;6526;5389;4/12/2024 2:00 a. m.;14;971;4/10/2024 2:00 a. m.;18;10/28/2024 1:00 a. m.;18;675;10/25/2024 2:00 a. m.;9;536;723;57;60_70;188;142;0;0;14;480;15;680
8437;EA00286;BV-2233;0+000;2+663;2023;2024;208;6.14;1.13;8;1;100;207;229;179;3/25/2023 1:00 a. m.;12;30;3/23/2023 1:00 a. m.;16;3/23/2023 1:00 a. m.;19;13;3/22/2023 1:00 a. m.;6;8;16;59;70_80;7;5;0;0;0;0;2;663
8438;EA00081;BP-4654;8+120;14+460;2024;2024;608;3.09;5.56;14;2;100;569;621;553;10/5/2024 2:00 a. m.;11;102;10/8/2024 2:00 a. m.;8;10/6/2024 2:00 a. m.;9;48;10/8/2024 2:00 a. m.;19;38;55;56;60_70;13;5;0;0;8;120;14;460
8439;EA00207;BV-1602;6+630;8+525;2024;2024;8644;2.15;3.66;15;2;100;8986;6719;6647;2/29/2024 1:00 a. m.;8;909;3/1/2024 1:00 a. m.;15;2/29/2024 1:00 a. m.;15;654;2/29/2024 1:00 a. m.;12;558;728;43;40_50;123;62;0;0;6;630;8;525
8440;EA01039;B-502;1+300;1+880;2023;2024;19510;4.72;3.8;21;3;45;20470;16891;12139;3/7/2023 1:00 a. m.;17;1576;3/3/2023 1:00 a. m.;9;11/7/2023 1:00 a. m.;8;1418;3/7/2023 1:00 a. m.;15;1353;1451;41;40_50;584;337;499;242;1;300;1;880
8441;EA00482;BV-5151;5+000;8+865;2023;2024;1047;7.17;1.45;18;2;100;1145;788;707;1/30/2023 1:00 a. m.;8;158;1/31/2023 1:00 a. m.;18;1/30/2023 1:00 a. m.;18;89;1/31/2023 1:00 a. m.;12;67;99;72;80_90;38;37;0;0;5;0;8;865
8442;EA01384;BV-5202;1+230;1+975;2023;2024;1462;10.3;2.07;7;1;75;1722;795;617;6/16/2023 2:00 a. m.;13;164;6/16/2023 2:00 a. m.;15;6/20/2023 2:00 a. m.;10;94;6/18/2023 2:00 a. m.;18;46;109;64;70_80;109;41;0;0;1;230;1;975
8443;EA00352;BV-4022;0+000;4+962;2023;2024;236;2.17;2.17;15;2;100;214;282;263;10/7/2023 2:00 a. m.;13;52;10/6/2023 2:00 a. m.;15;10/8/2023 2:00 a. m.;15;19;6/28/2023 2:00 a. m.;18;15;22;51;60_70;4;1;0;0;0;0;4;962
8444;EA00705;B-432;5+915;12+420;2024;2024;275;4.5;12.74;14;2;100;243;239;228;9/21/2024 2:00 a. m.;8;85;9/19/2024 2:00 a. m.;17;9/19/2024 2:00 a. m.;12;21;6/21/2024 2:00 a. m.;11;16;26;69;90_100;10;2;0;0;5;915;12;420
8445;EA00168;BV-1411;2+260;3+100;2023;2024;14205;5.17;3.71;42;6;100;15621;10536;7113;9/21/2023 2:00 a. m.;17;1445;9/21/2023 2:00 a. m.;18;5/9/2023 2:00 a. m.;18;1200;3/8/2023 1:00 a. m.;14;1111;1277;51;60_70;330;404;0;0;2;260;3;100
8446;EA00149;BV-1224;6+878;7+330;2024;2024;3434;5.57;1.84;15;2;100;3846;2498;1867;4/17/2024 2:00 a. m.;13;341;11/22/2024 1:00 a. m.;14;4/19/2024 2:00 a. m.;9;268;11/21/2024 1:00 a. m.;15;225;280;48;50_60;100;91;0;0;6;878;7;330
8447;EA00350;BV-3101;0+000;1+159;2024;2024;220;2.51;2.13;14;2;100;158;440;278;4/7/2024 2:00 a. m.;12;69;4/7/2024 2:00 a. m.;10;4/4/2024 2:00 a. m.;11;20;4/9/2024 2:00 a. m.;11;11;30;40;0_40;4;1;0;0;0;0;1;159
8448;EA00375;BV-4243;0+000;3+475;2024;2024;662;1.41;2.41;14;2;100;493;990;1066;6/16/2024 2:00 a. m.;11;141;6/15/2024 2:00 a. m.;18;11/29/2024 1:00 a. m.;17;53;6/18/2024 2:00 a. m.;18;38;69;49;50_60;5;4;0;0;0;0;3;475
8449;EA00152;BV-1225b;0+000;0+537;2023;2024;94;15.7;0;7;1;50;99;71;92;1/22/2023 1:00 a. m.;12;16;1/21/2023 1:00 a. m.;9;1/20/2023 1:00 a. m.;14;6;1/24/2023 1:00 a. m.;17;1;7;48;50_60;5;9;0;0;0;0;0;537
8450;EA01292;N-141dvar;1+466;2+828;2023;2024;7106;5.46;2.71;14;2;100;7404;6293;5081;12/15/2023 1:00 a. m.;17;683;12/18/2023 1:00 a. m.;8;6/13/2023 2:00 a. m.;15;503;12/16/2023 1:00 a. m.;12;455;531;70;80_90;207;181;0;0;1;466;2;828
8451;EA00715;B-510;4+823;10+150;2024;2024;631;2.8;6.19;15;2;100;625;541;477;11/6/2024 1:00 a. m.;7;110;10/30/2024 1:00 a. m.;8;11/4/2024 1:00 a. m.;10;53;10/31/2024 1:00 a. m.;15;41;62;59;60_70;8;9;0;0;4;823;10;150
8452;EA00420;BV-5001;4+635;6+920;2023;2024;7600;5.61;7.36;14;2;100;7870;5687;4247;11/16/2023 1:00 a. m.;7;823;6/14/2023 2:00 a. m.;18;6/17/2023 2:00 a. m.;12;550;6/17/2023 2:00 a. m.;13;453;652;55;60_70;345;81;0;0;4;635;6;920
8453;EA00380;BV-4316;6+775;17+571;2023;2024;169;2.51;18.25;10;1;100;124;148;203;6/4/2023 2:00 a. m.;12;49;5/27/2023 2:00 a. m.;12;6/3/2023 2:00 a. m.;21;11;5/30/2023 2:00 a. m.;16;7;16;44;40_50;3;1;0;0;6;775;17;571
8454;EA00114;BV-1033;0+000;0+375;2023;2024;248;8.62;0;10;1;50;229;365;222;1/28/2023 1:00 a. m.;11;108;2/4/2023 1:00 a. m.;8;1/27/2023 1:00 a. m.;8;18;2/1/2023 1:00 a. m.;16;12;22;45;50_60;11;10;0;0;0;0;0;375
8455;EA00082;BP-4654;14+460;27+040;2024;2024;133;4.87;11.57;14;2;100;90;198;179;10/5/2024 2:00 a. m.;11;56;10/5/2024 2:00 a. m.;7;10/9/2024 2:00 a. m.;13;11;2/16/2024 1:00 a. m.;11;6;16;41;0_40;4;2;0;0;14;460;27;40
8456;EA01376;BV-1466;0+126;1+730;2023;2024;5746;3.88;4.92;14;2;100;5952;4963;3519;3/2/2023 1:00 a. m.;18;530;3/3/2023 1:00 a. m.;20;10/23/2023 2:00 a. m.;19;413;10/23/2023 2:00 a. m.;13;358;434;41;40_50;119;104;139;143;0;126;1;730
8457;EA00349;BV-3051;0+000;1+100;2023;2024;43;7.76;0;10;1;75;42;39;53;2/5/2023 1:00 a. m.;11;13;2/3/2023 1:00 a. m.;17;1/31/2023 1:00 a. m.;11;3;2/3/2023 1:00 a. m.;13;2;4;49;50_60;2;2;0;0;0;0;1;100
8458;EA00143;BV-1221;15+000;21+145;2024;2024;488;2.01;7.34;14;2;100;391;593;616;6/24/2024 2:00 a. m.;12;122;6/23/2024 2:00 a. m.;10;6/23/2024 2:00 a. m.;15;43;9/23/2024 2:00 a. m.;16;28;54;52;60_70;8;1;0;0;15;0;21;145
8459;EA00163;BV-1310;0+000;2+080;2023;2024;2364;3.3;0.99;14;2;100;2377;2338;2165;7/29/2023 2:00 a. m.;24;241;2/11/2023 1:00 a. m.;13;7/31/2023 2:00 a. m.;20;166;7/25/2023 2:00 a. m.;16;147;174;54;60_70;40;38;0;0;0;0;2;80
8460;EA00711;B-502;0+000;1+300;2023;2024;13553;3.36;3.21;28;4;95;13902;12678;9636;1/28/2023 1:00 a. m.;12;1189;3/5/2023 1:00 a. m.;12;3/1/2023 1:00 a. m.;19;1034;11/13/2023 1:00 a. m.;17;952;1080;54;60_70;324;131;0;0;0;0;1;300
8461;EA00689;B-112;1+450;6+233;2024;2024;753;3.72;5.64;18;2;100;634;771;1036;9/15/2024 2:00 a. m.;11;200;9/7/2024 2:00 a. m.;13;9/10/2024 2:00 a. m.;14;61;5/12/2024 2:00 a. m.;18;50;75;47;50_60;8;20;0;0;1;450;6;233
8462;EA00181;BV-1424;0+000;0+790;2024;2024;1378;5.26;2.88;14;2;100;1565;849;698;2/22/2024 1:00 a. m.;17;204;2/22/2024 1:00 a. m.;18;2/21/2024 1:00 a. m.;15;114;8/30/2024 2:00 a. m.;19;84;130;41;0_40;56;16;0;0;0;0;0;790
8463;EA01091;BV-2136;0+000;0+700;2024;2024;1635;3.74;2.76;14;2;100;1686;1489;1210;11/10/2024 1:00 a. m.;12;199;3/4/2024 1:00 a. m.;9;2/29/2024 1:00 a. m.;13;118;11/8/2024 1:00 a. m.;12;105;127;47;50_60;32;29;0;0;0;0;0;700
8464;EA00315;BV-2416;0+000;0+830;2024;2024;587;1.78;4.01;14;2;100;583;587;443;5/23/2024 2:00 a. m.;18;70;10/8/2024 2:00 a. m.;19;10/10/2024 2:00 a. m.;12;44;5/22/2024 2:00 a. m.;16;37;47;51;50_60;7;3;0;0;0;0;0;830
8465;EA00427;BV-5003;2+900;4+000;2023;2024;9197;12.36;2.09;21;3;100;10677;5990;3656;9/21/2023 2:00 a. m.;8;960;3/3/2023 1:00 a. m.;8;11/6/2023 1:00 a. m.;12;777;11/9/2023 1:00 a. m.;15;689;821;52;60_70;778;358;0;0;2;900;4;0
8466;EA00021;BP-1101;8+615;13+410;2024;2024;2773;4.84;3.36;9;1;75;2740;2726;2335;11/9/2024 1:00 a. m.;11;314;11/14/2024 1:00 a. m.;16;11/16/2024 1:00 a. m.;14;189;11/10/2024 1:00 a. m.;14;141;224;51;60_70;99;35;0;0;8;615;13;410
8467;EA00219;BV-2005;0+000;2+310;2024;2024;19051;4.74;2.45;44;6;100;19692;17969;13665;5/10/2024 2:00 a. m.;14;1646;5/11/2024 2:00 a. m.;13;7/11/2024 2:00 a. m.;18;1424;5/7/2024 2:00 a. m.;13;1377;1457;50;50_60;457;446;0;0;0;0;2;310
8468;EA00208;BV-1604;0+000;2+280;2023;2024;6429;2.75;2.88;14;2;100;6899;5235;3983;11/9/2023 1:00 a. m.;7;566;11/6/2023 1:00 a. m.;14;11/3/2023 1:00 a. m.;13;458;11/4/2023 1:00 a. m.;11;396;482;43;40_50;67;109;0;0;0;0;2;280
8469;EA00534;C-1411a;11+543;13+715;2024;2024;3555;2.86;2.55;15;2;100;3889;2743;2067;10/8/2024 2:00 a. m.;8;417;5/30/2024 2:00 a. m.;18;10/8/2024 2:00 a. m.;19;271;10/7/2024 2:00 a. m.;13;232;294;55;60_70;70;31;0;0;11;543;13;715
8470;EA00584;N-141d;3+415;4+659;2024;2024;6833;1.97;1.09;10;1;100;7391;5406;4953;12/11/2024 1:00 a. m.;17;639;12/11/2024 1:00 a. m.;7;12/8/2024 1:00 a. m.;12;444;12/6/2024 1:00 a. m.;17;321;496;67;70_80;108;26;0;0;3;415;4;659
8471;EA00634;BV-5201;7+650;9+445;2024;2024;294;7.34;3.13;16;2;100;251;393;346;11/2/2024 1:00 a. m.;11;73;10/30/2024 1:00 a. m.;7;1/27/2024 1:00 a. m.;16;26;1/28/2024 1:00 a. m.;18;18;32;53;60_70;11;10;0;0;7;650;9;445
8472;EA00486;BV-5159;0+000;0+700;2023;2024;7373;6.34;2.85;15;2;100;8333;4582;3892;10/27/2023 2:00 a. m.;14;867;10/27/2023 2:00 a. m.;17;5/29/2023 2:00 a. m.;18;600;5/25/2023 2:00 a. m.;12;490;650;45;50_60;173;294;0;0;0;0;0;700
8473;EA00340;BV-3003;5+950;13+355;2023;2024;69;6.37;12.3;7;1;50;66;95;0;3/25/2023 1:00 a. m.;12;22;3/28/2023 2:00 a. m.;7;3/24/2023 1:00 a. m.;7;5;3/25/2023 1:00 a. m.;18;2;7;40;0_40;3;1;0;0;5;950;13;355
8474;EA00509;BV-5226;0+000;0+500;2024;2024;1721;4.62;1.1;14;2;100;1887;1337;1148;2/28/2024 1:00 a. m.;17;168;7/19/2024 2:00 a. m.;13;2/28/2024 1:00 a. m.;19;127;3/2/2024 1:00 a. m.;11;101;140;41;0_40;53;26;0;0;0;0;0;500
8475;EA00255;BV-2135;0+000;2+929;2024;2024;2535;2.61;1.23;14;2;100;2697;2322;1722;11/8/2024 1:00 a. m.;17;230;11/5/2024 1:00 a. m.;13;3/6/2024 1:00 a. m.;17;182;3/5/2024 1:00 a. m.;9;157;196;47;50_60;40;26;0;0;0;0;2;929
8476;EA00341;BV-3008;0+000;7+900;2024;2024;1771;3.13;4.01;13;2;100;1825;1476;1296;10/25/2024 2:00 a. m.;16;168;10/29/2024 1:00 a. m.;18;4/10/2024 2:00 a. m.;8;126;4/15/2024 2:00 a. m.;9;108;134;68;70_80;33;22;0;0;0;0;7;900
8477;EA00457;BV-5106;8+100;10+360;2024;2024;3597;2;3.86;14;2;100;3759;3088;2323;4/26/2024 2:00 a. m.;16;353;10/31/2024 1:00 a. m.;13;4/24/2024 2:00 a. m.;7;264;4/29/2024 2:00 a. m.;13;228;292;64;70_80;35;37;0;0;8;100;10;360
8478;EA00373;BV-4242;0+000;1+700;2023;2024;903;5.98;1.45;14;2;100;676;1337;1515;11/26/2023 1:00 a. m.;12;246;4/15/2023 2:00 a. m.;17;11/25/2023 1:00 a. m.;9;74;4/12/2023 2:00 a. m.;12;49;102;43;40_50;45;9;0;0;0;0;1;700
8479;EA00254;BV-2134;0+800;1+864;2023;2024;1441;2.59;3.39;16;2;100;1611;885;805;7/12/2023 2:00 a. m.;13;158;2/24/2023 1:00 a. m.;12;7/10/2023 2:00 a. m.;17;113;2/24/2023 1:00 a. m.;9;97;121;44;50_60;20;17;0;0;0;800;1;864
8480;EA00583;N-141d;2+742;3+415;2024;2024;9737;5.01;1.62;24;3;100;10171;8462;7736;12/6/2024 1:00 a. m.;17;870;12/7/2024 1:00 a. m.;13;11/11/2024 1:00 a. m.;14;773;1/31/2024 1:00 a. m.;16;696;796;58;60_70;235;252;0;0;2;742;3;415
8481;EA00034;BP-1432;17+648;22+375;2023;2024;1408;2.91;7.1;14;2;100;1400;1133;1023;7/29/2023 2:00 a. m.;11;149;2/9/2023 1:00 a. m.;17;2/12/2023 1:00 a. m.;11;100;7/26/2023 2:00 a. m.;14;86;108;42;40_50;20;20;0;0;17;648;22;375
8482;EA00658;BV-5001;16+435;18+000;2024;2024;10557;3.08;3.97;13;2;100;11371;7731;6379;10/28/2024 1:00 a. m.;7;994;6/3/2024 2:00 a. m.;7;5/31/2024 2:00 a. m.;17;781;5/29/2024 2:00 a. m.;11;614;830;48;50_60;218;107;0;0;16;435;18;0
8483;EA00132;BV-1202;9+000;10+504;2023;2024;1557;3.99;4.23;16;2;100;1610;1311;1080;2/4/2023 1:00 a. m.;13;155;2/3/2023 1:00 a. m.;17;9/18/2023 2:00 a. m.;7;113;2/1/2023 1:00 a. m.;12;99;120;41;0_40;25;37;0;0;9;0;10;504
8484;EA00503;BV-5224;2+590;6+350;2024;2024;8117;2.75;0.83;14;2;100;8944;6608;5023;4/23/2024 2:00 a. m.;17;770;10/10/2024 2:00 a. m.;19;4/18/2024 2:00 a. m.;8;589;10/11/2024 2:00 a. m.;12;486;639;54;70_80;65;158;0;0;2;590;6;350
8485;EA00565;C-243b;8+050;13+275;2024;2024;1284;1.6;7.96;15;2;100;1291;963;855;9/15/2024 2:00 a. m.;11;139;2/23/2024 1:00 a. m.;16;9/12/2024 2:00 a. m.;18;93;2/26/2024 1:00 a. m.;14;81;98;49;50_60;10;10;0;0;8;50;13;275
8486;EA00100;BP-5109;0+000;1+670;2024;2024;2684;1.81;1.83;14;2;100;2907;2112;1797;2/28/2024 1:00 a. m.;8;353;2/28/2024 1:00 a. m.;9;8/31/2024 2:00 a. m.;12;200;9/3/2024 2:00 a. m.;7;161;229;51;60_70;32;16;0;0;0;0;1;670
8487;EA00753;C-1410z;30+800;32+040;2024;2024;2454;2.58;1.97;13;2;100;2571;2154;1832;4/9/2024 2:00 a. m.;18;240;4/9/2024 2:00 a. m.;13;9/27/2024 2:00 a. m.;11;185;10/1/2024 2:00 a. m.;9;160;191;47;50_60;37;26;0;0;30;800;32;40
8488;EA00510;BV-5226;0+500;1+920;2024;2024;2539;2.55;2.58;14;2;100;2679;2143;1778;3/4/2024 1:00 a. m.;14;239;7/23/2024 2:00 a. m.;13;7/19/2024 2:00 a. m.;17;189;7/25/2024 2:00 a. m.;7;149;201;65;70_80;42;22;0;0;0;500;1;920
8489;EA00374;BV-4242;1+700;4+400;2023;2024;145;1.34;3.79;17;2;100;80;240;336;11/26/2023 1:00 a. m.;12;149;11/25/2023 1:00 a. m.;16;11/25/2023 1:00 a. m.;10;16;12/4/2023 1:00 a. m.;16;7;25;48;50_60;0;1;0;0;1;700;4;400
